DisplayName,NormalizedName,alpha
The Egyptian Journal of Forensic Sciences and Applied Toxicology,the egyptian journal of forensic sciences and applied toxicology,-0.04398496240601505
Lawrence Berkeley National Laboratory,lawrence berkeley national laboratory,0.24245293192255965
South‐East Asian Journal of Medical Education,south east asian journal of medical education,0.004065040650406522
Remedium. Journal about the Russian market of medicines and medical equipment,remedium journal about the russian market of medicines and medical equipment,-0.07510588954158508
AADE in practice,aade in practice,0.43001579778830956
JOURNAL OF FACULTY OF ENGINEERING & TECHNOLOGY,journal of faculty of engineering & technology,0.04598446470786896
Trauma monthly,trauma monthly,0.05612343905543164
The Brazilian Journal of Soccer Science,the brazilian journal of soccer science,0.00910425844346551
The Herpetological Bulletin,the herpetological bulletin,0.1223008015087223
Radiología,radiologia,-0.03614690939595046
Physics of the Dark Universe,physics of the dark universe,0.8132442137643697
ICT Express,ict express,0.22117647058823525
Revista Odontológica Mexicana,revista odontologica mexicana,-0.04076797385620913
Journal de Pédiatrie et de Puériculture,journal de pediatrie et de puericulture,-0.005838253986469151
Survey of Anesthesiology,survey of anesthesiology,0.023282147012490078
International Journal of Control Automation and Systems,international journal of control automation and systems,0.058953556731334525
Civil Engineering,civil engineering,0.06504873795843696
Revista Iberoamericana De Tecnologías Del Aprendizaje,revista iberoamericana de tecnologias del aprendizaje,0.0023438862724576934
"ACM Transactions on Multimedia Computing, Communications, and Applications",acm transactions on multimedia computing communications and applications,0.01810300492248915
Trends in Medical Research,trends in medical research,-0.011377862293003731
IMF Economic Review,imf economic review,0.8904109589041096
Fish Pathology,fish pathology,-0.0391077145940959
Ultrasound in Obstetrics & Gynecology,ultrasound in obstetrics & gynecology,0.029251519403892534
Crisis-the Journal of Crisis Intervention and Suicide Prevention,crisis the journal of crisis intervention and suicide prevention,0.004928813674498369
Vegetable Crops Research Bulletin,vegetable crops research bulletin,0.31466346153846153
Entomologia Generalis,entomologia generalis,0.06443010752688172
Biomedical Engineering,biomedical engineering,0.14485789080029918
Journal of Research in Reading,journal of research in reading,0.09038118988243679
Advances in Polymer Technology,advances in polymer technology,0.044099573895492274
Geoscience Canada,geoscience canada,0.03203723594701037
Tropical Biomedicine,tropical biomedicine,0.015402739866185783
Work And Occupations,work and occupations,0.06741573033707865
Journal of Thermal Spray Technology,journal of thermal spray technology,-0.011229505473438263
Physiological and Molecular Plant Pathology,physiological and molecular plant pathology,-0.048774649869860146
Journal of Knot Theory and Its Ramifications,journal of knot theory and its ramifications,0.8637344199424736
International Journal of Advancements in Computing Technology,international journal of advancements in computing technology,0.009827910965766544
Advances in Applied Clifford Algebras,advances in applied clifford algebras,0.540785498489426
International Journal of Medicinal Mushrooms,international journal of medicinal mushrooms,0.022701369416568282
Nuclear Receptor Signaling,nuclear receptor signaling,-0.007610655848808933
Journal of Modern Optics,journal of modern optics,0.0867043984913726
Federal Probation,federal probation,0.1343832020997375
Development,development,0.012904681780289615
EuroChoices,eurochoices,0.2358963787535216
Toxicology Mechanisms and Methods,toxicology mechanisms and methods,0.004142026200849729
Australian Journal of Crop Science,australian journal of crop science,0.0038055862100033373
Biophysical Journal,biophysical journal,0.00032507170965474265
Chemkon,chemkon,0.06594360086767898
Fruits,fruits,0.02061141593765379
Career Development Quarterly,career development quarterly,0.022039807581976267
Journal of The Korean Magnetics Society,journal of the korean magnetics society,0.1628145736822336
BMC Medical Informatics and Decision Making,bmc medical informatics and decision making,0.03825040967509331
Deafness & Education International,deafness & education international,0.014485165794066312
Political Research Quarterly,political research quarterly,0.3569482288828338
The Open Corrosion Journal,the open corrosion journal,0.4246575342465753
Assembly Automation,assembly automation,0.0236363636363636
Journal of Pharmacy and Pharmacology,journal of pharmacy and pharmacology,0.023908798832561036
African Journal of Biotechnology,african journal of biotechnology,-0.0037007904100260914
Kaohsiung Journal of Medical Sciences,kaohsiung journal of medical sciences,0.09248684087490698
Organised Sound,organised sound,0.1912568306010929
Tropical Ecology,tropical ecology,-0.04143302180685357
Health Care for Women International,health care for women international,0.03840020312688249
Journal of Building Physics,journal of building physics,-0.006377702596190008
Salud Publica De Mexico,salud publica de mexico,0.11021889542766945
IEEE Transactions on Computers,ieee transactions on computers,0.07876983529781234
Reports on Mathematical Physics,reports on mathematical physics,0.30303030303030304
European Child & Adolescent Psychiatry,european child & adolescent psychiatry,0.08240959584396355
Laboratory Phonology,laboratory phonology,-0.024963289280469873
Current Cardiovascular Risk Reports,current cardiovascular risk reports,0.12935866861553452
Ulcers,ulcers,-0.0757552483358935
BMC Nephrology,bmc nephrology,0.03859448463778481
Mediterranean Journal of Nutrition and Metabolism,mediterranean journal of nutrition and metabolism,-0.04239138534913183
Croatian Medical Journal,croatian medical journal,0.013161803216789567
Archivaria,archivaria,0.22406015037593985
Polymer,polymer,0.012804480276039582
Scientific and Technical Information Processing,scientific and technical information processing,0.05925315760571113
Journal of Consumer Affairs,journal of consumer affairs,0.266090297790586
Journal of Optoelectronics and Advanced Materials,journal of optoelectronics and advanced materials,0.036511424769934867
Pramana,pramana,0.21887966885556234
International Journal of Developmental Neuroscience,international journal of developmental neuroscience,-0.01286105280812941
Discrete Mathematics & Theoretical Computer Science,discrete mathematics & theoretical computer science,0.8108212108212108
Archival Science,archival science,0.12359550561797752
Methods in Microbiology,methods in microbiology,-0.001510248112189843
CSI Transactions on ICT,csi transactions on ict,-0.27422003284072255
Agrotrop: Journal on Agriculture Science,agrotrop journal on agriculture science,0.028393966282165072
Journal of Mind and Medical Sciences,journal of mind and medical sciences,-0.09573741196257753
Avicenna Journal of Environmental Health Engineering,avicenna journal of environmental health engineering,-0.10244565217391308
Central Asian Journal of Global Health,central asian journal of global health,0.12706413362618782
Journal of the Irish Dental Association,journal of the irish dental association,0.03238782877772047
Uspekhi fiziologicheskikh nauk,uspekhi fiziologicheskikh nauk,0.10699542975084769
Lightweight design,lightweight design,0.05035049552816051
Australasian. Journal of Engineering Education,australasian journal of engineering education,-0.11337386018237083
Universal Research Journal of Dentistry,universal research journal of dentistry,-0.0292997198879552
"Journal of natural science, biology, and medicine",journal of natural science biology and medicine,0.029473848902420326
Moroccan Journal of Chemistry,moroccan journal of chemistry,0.023555736831968092
International journal of psychology and psychological therapy,international journal of psychology and psychological therapy,0.09306756801537595
Journal of Archives in Military Medicine,journal of archives in military medicine,-0.04967292677780123
Evaluation and Analysis of Drug-Use in Hospitals of China,evaluation and analysis of drug use in hospitals of china,0.004426737494466574
European Oncology and Haematology,european oncology and haematology,-0.051408992378155376
Transactions of Csice,transactions of csice,-0.25
Swiss Journal of Palaeontology,swiss journal of palaeontology,0.2345104122387953
Croatian journal of fisheries : Ribarstvo,croatian journal of fisheries ribarstvo,-0.11806637806637807
Journal of Otolaryngology-ENT Research,journal of otolaryngology ent research,-0.03141291493862324
Iranian Journal of Botany,iranian journal of botany,-0.026950354609929107
Journal of Tumor,journal of tumor,0.052472791073827324
The Journal of Eating Disorders,the journal of eating disorders,0.05001427753589136
Advancements in Genetic Engineering,advancements in genetic engineering,-0.004423545802856154
Open Journal of geology,open journal of geology,-0.0528144820295983
International Energy Journal,international energy journal,0.17118155619596542
International Journal of Basic and Clinical Medicine,international journal of basic and clinical medicine,0.12120034559168914
International Journal of Innovative Research in Computer and Communication Engineering,international journal of innovative research in computer and communication engineering,0.02772336004749184
Fire Engineer,fire engineer,0.23413333333333342
"Iranian Journal of Obstetrics, Gynecology and Infertility",iranian journal of obstetrics gynecology and infertility,-0.12949735449735447
I Control Pollution,i control pollution,-0.0905188503172826
Engineering Sciences,engineering sciences,0.22562023562023567
Journal of applied measurement,journal of applied measurement,-0.027616356010138385
Journal of the Seismological Society of Japan,journal of the seismological society of japan,0.0361620276080561
computational methods in science and technology,computational methods in science and technology,-0.1127098321342926
Nano-micro Letters,nano micro letters,0.020394108056445724
Annals of Plastic Surgery,annals of plastic surgery,-0.02123268294468922
Polimery,polimery,0.0024465482395489907
Studia Informatica Universalis,studia informatica universalis,0.22749850983508849
Current Opinion in Psychiatry,current opinion in psychiatry,0.26303938745052236
Salud Mental,salud mental,-0.032028209003068187
Moscow University Physics Bulletin,moscow university physics bulletin,0.2871240017340708
Cellular and Molecular Neurobiology,cellular and molecular neurobiology,-0.026368019484721082
Chemico-Biological Interactions,chemico biological interactions,0.029961884166387422
IEEE Transactions on Very Large Scale Integration Systems,ieee transactions on very large scale integration systems,0.05288575097011448
Publications of The Research Institute for Mathematical Sciences,publications of the research institute for mathematical sciences,0.7491909385113268
International Journal of Forensic Mental Health,international journal of forensic mental health,0.16708123481077766
Acta Odontologica Scandinavica,acta odontologica scandinavica,0.042458845769358766
Clinical Rheumatology,clinical rheumatology,0.024221091539548534
Journal of Plant Nutrition,journal of plant nutrition,0.022470593314952225
Journal of Hiv\/aids & Social Services,journal of hiv aids & social services,0.1512317351956413
Molecular Pharmacology,molecular pharmacology,-0.017889544908142187
International Journal of Wildland Fire,international journal of wildland fire,0.10051151846898759
Journal of Network and Systems Management,journal of network and systems management,0.027476552751278017
Inquiry: Critical Thinking Across the Disciplines,inquiry critical thinking across the disciplines,0.13015873015873008
Arts & Health,arts & health,-0.11990632318501172
Journal of Vascular Access,journal of vascular access,0.004675468912239311
Journal of Applied Non-Classical Logics,journal of applied non classical logics,0.9455782312925171
Journal of Applied Arts and Health,journal of applied arts and health,0.17295774647887324
Southern Journal of Applied Forestry,southern journal of applied forestry,-0.021756225425950213
Food Reviews International,food reviews international,-0.07018348623853213
Polymer Bulletin,polymer bulletin,0.00476356161855364
Journal of Developmental and Behavioral Pediatrics,journal of developmental and behavioral pediatrics,0.055054797029253366
Information Technology for Development,information technology for development,0.04086021505376345
CSH Protocols,csh protocols,0.07413946852149099
Journal of Cosmology and Astroparticle Physics,journal of cosmology and astroparticle physics,0.6232513591939624
PALAIOS,palaios,0.08905215775507895
Journal of Natural Gas Science and Engineering,journal of natural gas science and engineering,0.04270623498708977
Public Health Ethics,public health ethics,0.08568507157464207
Journal of Water Resources Planning and Management,journal of water resources planning and management,0.018166306950007295
International Journal of Speleology,international journal of speleology,0.002897725130504227
Mechanisms of Development,mechanisms of development,0.024387273438406805
Journal of Urban Economics,journal of urban economics,0.6582100070472163
Experimental and Therapeutic Medicine,experimental and therapeutic medicine,-0.0028277176052753893
Fuel,fuel,-0.019061481236960373
Resource and Energy Economics,resource and energy economics,0.24499723604201218
European Food Research and Technology,european food research and technology,0.0039356726153749804
Canadian Journal of Agricultural Economics-revue Canadienne D Agroeconomie,canadian journal of agricultural economics revue canadienne d agroeconomie,0.10912778904665317
Journal of Biotechnology,journal of biotechnology,-0.014219107057482023
The Open Emergency Medicine Journal,the open emergency medicine journal,0.1678423580062924
Chaos,chaos,0.01424847419054514
International Journal of Technology Diffusion,international journal of technology diffusion,-0.176328502415459
Revija Za Socijalnu Politiku,revija za socijalnu politiku,0.5391405342624854
Extremophiles,extremophiles,-0.03364515980027416
AACN Advanced Critical Care,aacn advanced critical care,0.019507706464228208
BMC Pulmonary Medicine,bmc pulmonary medicine,0.029223340131244183
Arthropod Systematics & Phylogeny,arthropod systematics & phylogeny,0.09517743403093719
Clinics and Research in Hepatology and Gastroenterology,clinics and research in hepatology and gastroenterology,0.019167264311753557
IEICE Transactions on Electronics,ieice transactions on electronics,0.06491206583500078
Journal of Community Hospital Internal Medicine Perspectives,journal of community hospital internal medicine perspectives,0.03566857142857143
In the Library with the Lead Pipe,in the library with the lead pipe,0.2830645161290323
Oncology in Clinical Practice,oncology in clinical practice,0.1887292454213228
Süleyman Demirel Üniversitesi Fen Bilimleri Enstitüsü Dergisi,suleyman demirel universitesi fen bilimleri enstitusu dergisi,0.11246507629486353
Issues in Informing Science and Information Technology,issues in informing science and information technology,-0.11111111111111108
Anuário de Literatura,anuario de literatura,-0.1793991416309013
Southwest Journal of Pulmonary and Critical Care,southwest journal of pulmonary and critical care,0.0243428826929833
Revista Argentina de Anatomía Clínica,revista argentina de anatomia clinica,-0.0996124031007752
Microarrays,microarrays,0.10342724881100852
Revista IBRACON de Estruturas e Materiais,revista ibracon de estruturas e materiais,0.035434539350988434
Revista Mosaico,revista mosaico,-0.13852813852813856
Chinese journal of plastic surgery,chinese journal of plastic surgery,-0.022624724829104388
Journal of American Health Information Management Association,journal of american health information management association,0.926486239806972
Journal of Border Educational Research,journal of border educational research,0.10801393728222994
Journal of therapeutic ultrasound,journal of therapeutic ultrasound,0.02472422807709265
Open Journal of Urology,open journal of urology,-0.025842448048066697
Cogent Mathematics,cogent mathematics,-0.27777777777777785
Biomedical research on trace elements,biomedical research on trace elements,-0.10945775507987489
"World Academy of Science, Engineering and Technology, International Journal of Medical and Health Sciences",world academy of science engineering and technology international journal of medical and health sciences,0.031332590980718104
Journal of Industrial and Systems Engineering,journal of industrial and systems engineering,0.37037037037037046
International Journal of Management Sciences,international journal of management sciences,-0.035347432024169186
Gastroenterology and hepatology from bed to bench,gastroenterology and hepatology from bed to bench,0.023564998460395947
Nonlinear functional analysis and applications,nonlinear functional analysis and applications,-0.020833333333333343
international journal of hospital research,international journal of hospital research,0.05685075308078504
Brussels economic review,brussels economic review,0.15417119401183146
Economics and Applied Informatics,economics and applied informatics,0.2203856749311295
Current Epidemiology Reports,current epidemiology reports,0.05998481397114655
International journal of sciences,international journal of sciences,0.023584891626128736
Journal of Clinical Research & Bioethics,journal of clinical research & bioethics,-0.05046952759201625
Interventional cardiology clinics,interventional cardiology clinics,0.16769936890418816
Korean Journal of Sport Science,korean journal of sport science,0.17438857852265677
Various articles,various articles,0.3617661653234776
Nuclear Power Engineering,nuclear power engineering,0.05468599033816425
Journal of the Institute of Industrial Applications Engineers,journal of the institute of industrial applications engineers,0.10410094637223977
Network and Complex Systems,network and complex systems,0.008125000000000021
Current Issues in Personality Psychology,current issues in personality psychology,-0.03506743737957609
Biomedical and Pharmacology Journal,biomedical and pharmacology journal,-0.008003792396855978
Practical Diabetology,practical diabetology,-0.14757969303423846
Annals of the Alexandru Ioan Cuza University - Mathematics,annals of the alexandru ioan cuza university mathematics,-0.3607305936073061
Textile Asia,textile asia,0.2801136363636364
Journal of Advanced Marine Science and Technology Society,journal of advanced marine science and technology society,-0.1571428571428572
The IEICE transactions on information and systems,the ieice transactions on information and systems,0.07227559387753561
Journal of Chemical Engineering & Process Technology,journal of chemical engineering & process technology,-0.07547366426676773
Journal of Research and Rural Planning,journal of research and rural planning,0.16296296296296295
World health and population,world health and population,-0.07301587301587302
EMC - Hépatologie,emc hepatologie,0.11346801346801348
Japanese Journal of Neurosurgery,japanese journal of neurosurgery,-0.0024848852104723527
Journal of Visual Communication in Medicine,journal of visual communication in medicine,0.08188736681887371
Stomatologie,stomatologie,-0.11981981981981982
Engineering Fracture Mechanics,engineering fracture mechanics,0.09681707733397593
BMC Clinical Pharmacology,bmc clinical pharmacology,0.006514765418987406
Pharmaceutics,pharmaceutics,0.017534392549988294
Change: The Magazine of Higher Learning,change the magazine of higher learning,0.0638820638820639
Mental Health Review Journal,mental health review journal,-0.0749084249084249
Water Quality Research Journal of Canada,water quality research journal of canada,0.13991092294151566
International Journal of Information Systems and Change Management,international journal of information systems and change management,0.0
Micro and Nanosystems,micro and nanosystems,-0.034394280900667054
Metal Finishing,metal finishing,0.04219193639977285
Chirurg,chirurg,0.08058954671888059
Journal of Bryology,journal of bryology,0.6033588403352479
Neurologic Clinics,neurologic clinics,-0.10181818181818182
Contemporary Educational Psychology,contemporary educational psychology,-0.05105710333926103
Journal of Rural Health,journal of rural health,-0.0073504232086321645
International Journal of Obstetric Anesthesia,international journal of obstetric anesthesia,0.007048668080302183
Biological Conservation,biological conservation,0.1842428963396352
"Publicatio Uepg - Ciencias Exatas E Da Terra, Agrarias E Engenharias",publicatio uepg ciencias exatas e da terra agrarias e engenharias,-0.33502538071065985
Western Journal of Nursing Research,western journal of nursing research,0.017382212789955786
Pastoral Psychology,pastoral psychology,0.06666666666666672
Electromagnetic Biology and Medicine,electromagnetic biology and medicine,0.11539427795609378
Developmental Neuroscience,developmental neuroscience,-0.060984369930858214
Banach Journal of Mathematical Analysis,banach journal of mathematical analysis,0.4828828828828828
Journal of Engineering and Applied Sciences,journal of engineering and applied sciences,-0.07381386069910661
European Journal of Chemistry,european journal of chemistry,-0.04519382315263041
African Journal of Range & Forage Science,african journal of range & forage science,-0.056389267849022276
New Astronomy,new astronomy,0.11425130303360105
International Journal of Angiology,international journal of angiology,0.061566725858612587
Fractional Calculus and Applied Analysis,fractional calculus and applied analysis,0.3850031505986137
Bulletin of Geography. Socio-economic Series,bulletin of geography socio economic series,0.12077294685990339
Revista Matematica Complutense,revista matematica complutense,0.75
Molecular Breeding,molecular breeding,0.018895430909555706
IEEE Magnetics Letters,ieee magnetics letters,0.02371857062009864
Journal of Consulting and Clinical Psychology,journal of consulting and clinical psychology,0.06406028402236495
The International Journal of The First Year in Higher Education,the international journal of the first year in higher education,-0.004633833973687321
Theoretical and Experimental Chemistry,theoretical and experimental chemistry,0.1007081872533494
Fuel and Energy Abstracts,fuel and energy abstracts,0.04100051589949895
Atomic Energy,atomic energy,0.23139735331414693
Advances in Physics,advances in physics,0.1933779761904762
Applied Soft Computing,applied soft computing,-0.029448425460881125
Journal of Medical Speech-language Pathology,journal of medical speech language pathology,0.0821901323706378
Ecology and Society,ecology and society,0.28393380232798215
Wiener Klinische Wochenschrift,wiener klinische wochenschrift,0.11991940956008111
Cell Death & Differentiation,cell death & differentiation,0.04053402486283494
International Journal of E-politics,international journal of e politics,0.19466666666666677
Journal of Linguistic Anthropology,journal of linguistic anthropology,0.21711229946524063
Bangladesh Journal of Pathology,bangladesh journal of pathology,0.18352059925093636
Journal of Oral and Maxillofacial Pathology,journal of oral and maxillofacial pathology,0.01740072593314915
Vascular,vascular,0.19174740812424498
"Education, Citizenship and Social Justice",education citizenship and social justice,0.12287581699346403
Journal of Solar Energy Engineering-transactions of The Asme,journal of solar energy engineering transactions of the asme,0.03946780229707059
PeerJ,peerj,0.0498523714943036
Revista Eletrônica de Estratégia e Negócios,revista eletronica de estrategia e negocios,0.1689497716894977
Journal of Technology and Information Education,journal of technology and information education,0.06666666666666662
Colombia Forestal,colombia forestal,0.2604865755549094
Digital Education Review,digital education review,-0.049711399711399706
Croatian Journal of Fisheries,croatian journal of fisheries,0.03965431178422113
Chemical and Process Engineering,chemical and process engineering,0.036278634876110334
Endocrine Surgery,endocrine surgery,-0.00823727784682453
Italian journal of anatomy and embryology,italian journal of anatomy and embryology,0.009958648802764812
Minerva psichiatrica,minerva psichiatrica,-0.025715173715173713
Minerva gastroenterologica e dietologica,minerva gastroenterologica e dietologica,0.011323976230808526
Medizinische Monatsschrift für Pharmazeuten,medizinische monatsschrift fur pharmazeuten,0.073385742121884
"International Journal of Bioscience, Biochemistry and Bioinformatics",international journal of bioscience biochemistry and bioinformatics,-0.027902128593372835
Journal of International Education Research,journal of international education research,-0.08849557522123896
BMC Obesity,bmc obesity,0.011843129495143954
Eastern-European Journal of Enterprise Technologies,eastern european journal of enterprise technologies,0.032729244449059114
National Centre for Vocational Education Research,national centre for vocational education research,-0.002785515320334242
Journal of species research,journal of species research,0.2940591815591815
"Rehabilitation Research, Policy, and Education",rehabilitation research policy and education,-0.021708413615928054
Biology Bulletin Reviews,biology bulletin reviews,0.10662390306917902
Journal of the Japan Society of Electrical-machining Engineers,journal of the japan society of electrical machining engineers,0.12822580645161288
Modeling Earth Systems and Environment,modeling earth systems and environment,-0.14577352472089314
Physics Student Journal,physics student journal,-0.0027548209366390864
Chinese Journal of Medical Science Research Management,chinese journal of medical science research management,-0.02828704628704628
Control and Instruments in Chemical Industry,control and instruments in chemical industry,-0.052845528455284584
Public Policy and Administration Research,public policy and administration research,0.036081043574798785
Chemistry. Biology. Ecology,chemistry biology ecology,0.08015414258188827
Seed and Plant Production Journal,seed and plant production journal,-0.05873229939312206
Management and Technology of SME,management and technology of sme,-0.36690647482014394
Annals of clinical psychiatry : official journal of the American Academy of Clinical Psychiatrists,annals of clinical psychiatry official journal of the american academy of clinical psychiatrists,0.057665104038161046
Basic & Clinical Cancer Research,basic & clinical cancer research,0.054206559529753444
"Journal of Knowledge Management, Economics, and Information Technology",journal of knowledge management economics and information technology,0.0988626421697288
Characterization of Materials,characterization of materials,0.25000000000000006
Veins and Lymphatics,veins and lymphatics,0.025828109820204673
Journal of forensic radiology and imaging,journal of forensic radiology and imaging,0.18046839278007468
The Journal of American Science,the journal of american science,0.155653080441216
The electronic journal of geotechnical engineering,the electronic journal of geotechnical engineering,-0.08624567920342568
Journal of Tropical Oceanography,journal of tropical oceanography,-0.013717074812757718
Journal of Process Management. New Technologies,journal of process management new technologies,-0.07756160830090791
caspian journal of environmental sciences,caspian journal of environmental sciences,-0.07584767866458007
International journal of transportation science and technology,international journal of transportation science and technology,0.0684014869888476
Journal of the Korean society of conservation science for cultural properties,journal of the korean society of conservation science for cultural properties,-0.0077037037037037135
Journal of Central European Green Innovation,journal of central european green innovation,-0.0028129395218002826
Fraser of Allander Economic Commentary,fraser of allander economic commentary,0.8293333333333333
Air traffic control quarterly,air traffic control quarterly,-0.04531696736665681
International Journal of Tomography and Simulation,international journal of tomography and simulation,0.09062720225510924
Inflammation and Allergy - Drug Targets,inflammation and allergy drug targets,-0.05853988507777512
Journal of Traditional Chinese Medical Sciences,journal of traditional chinese medical sciences,-0.022022190886841365
Modern Electronic Materials,modern electronic materials,0.1309752843002529
Ecology and Civil Engineering,ecology and civil engineering,-0.2129192546583851
Journal of Human Sport and Exercise,journal of human sport and exercise,0.026060061857727232
Pattern Recognition and Image Analysis,pattern recognition and image analysis,0.05241698192517862
European Physical Education Review,european physical education review,-0.0237410071942446
International Journal of Imaging Systems and Technology,international journal of imaging systems and technology,0.006552821478194625
Lancet Infectious Diseases,lancet infectious diseases,0.07110301134582171
Journal of Applied Mechanics and Technical Physics,journal of applied mechanics and technical physics,0.3562052143143053
Marketing Intelligence & Planning,marketing intelligence & planning,-0.08052434456928836
Kindheit Und Entwicklung,kindheit und entwicklung,-0.023395931638006566
Zoological Science,zoological science,0.07084914086913892
Clinical Immunology,clinical immunology,0.031056368591019675
Scandinavian Journal of Caring Sciences,scandinavian journal of caring sciences,0.025211668326389942
Journal of Sports Economics,journal of sports economics,0.3074074074074074
Russian Journal of Nematology,russian journal of nematology,0.10356944113204546
Plant Systematics and Evolution,plant systematics and evolution,0.04465743713601537
Tertiary Education and Management,tertiary education and management,0.6082491582491583
Paleoanthropology,paleoanthropology,0.30199531146543546
Facta Universitatis - Series: Architecture and Civil Engineering,facta universitatis series architecture and civil engineering,-0.07162534435261712
California Journal of Politics and Policy,california journal of politics and policy,0.43859649122807026
Exceptionality,exceptionality,-0.05244864226682408
Zbornik Matice Srpske Za Prirodne Nauke,zbornik matice srpske za prirodne nauke,0.028138466153930067
International Journal of Enterprise Information Systems,international journal of enterprise information systems,-0.0823529411764706
Transactions of the American Mathematical Society,transactions of the american mathematical society,0.9160274118054577
American Journal of Immunology,american journal of immunology,-0.12027157482181154
New Medit,new medit,0.3495238095238095
Journal of Dental Research,journal of dental research,0.019214300379971978
Clinical Interventions in Aging,clinical interventions in aging,0.04958630299646145
Combinatorica,combinatorica,0.812
Isguc The Journal of Industrial Relations and Human Resources,isguc the journal of industrial relations and human resources,0.026272577996715934
International Journal of Conflict Management,international journal of conflict management,0.10284900284900284
Feminist Formations,feminist formations,0.7772151898734176
Heart & Lung,heart & lung,0.011018413521830544
Systems Engineering - Theory & Practice,systems engineering theory & practice,0.04498578968737313
"Journal of College Student Retention: Research, Theory and Practice",journal of college student retention research theory and practice,-0.13498817966903073
Cmes-computer Modeling in Engineering & Sciences,cmes computer modeling in engineering & sciences,0.01817676486937187
American Anthropologist,american anthropologist,0.22823184313343636
Lakes and Reservoirs: Research and Management,lakes and reservoirs research and management,0.022266726005043754
American Business Law Journal,american business law journal,0.1232876712328767
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",scandinavian journal of trauma resuscitation and emergency medicine,0.01602480048850941
Journal of Materials in Civil Engineering,journal of materials in civil engineering,-0.07138090220282002
Journal of Renal Nutrition,journal of renal nutrition,0.001125488792041561
Regional Environmental Change,regional environmental change,0.19502498058814474
Heat Transfer Engineering,heat transfer engineering,0.08827401014660198
Pediatric Diabetes,pediatric diabetes,0.012388182354092104
BMC Medical Genomics,bmc medical genomics,0.027143226579150772
Peptides,peptides,0.010805954924923089
Safety Science,safety science,0.01804049316583061
Immunology and Allergy Clinics of North America,immunology and allergy clinics of north america,0.00860410237792704
Journal Der Deutschen Dermatologischen Gesellschaft,journal der deutschen dermatologischen gesellschaft,0.10533640658843937
International Journal of Modern Physics B,international journal of modern physics b,0.043121177722670614
Revista De Economia Mundial,revista de economia mundial,0.1966205837173579
Journal of Crustacean Biology,journal of crustacean biology,0.08011728224494181
Molecular and Cellular Pharmacology,molecular and cellular pharmacology,0.012582640221795682
Hydrological Research Letters,hydrological research letters,0.10047165730618968
Human Psychopharmacology-clinical and Experimental,human psychopharmacology clinical and experimental,0.07618846786437738
Tire Science and Technology,tire science and technology,0.021524663677130056
Fetal and Pediatric Pathology,fetal and pediatric pathology,0.00609430362496593
Journal of Philosophical Logic,journal of philosophical logic,0.9115273336378863
Journal of Physics C: Solid State Physics,journal of physics c solid state physics,-0.1537154989384289
Fluid Dynamics,fluid dynamics,0.5326491828202204
Finance and Stochastics,finance and stochastics,0.8972431077694236
Indian Journal of Anaesthesia,indian journal of anaesthesia,-0.05691630803680768
Therapeutic Drug Monitoring,therapeutic drug monitoring,-0.004258497952849138
Seismological Research Letters,seismological research letters,0.13549550282143075
Journal of Statistical Physics,journal of statistical physics,0.37362885048835454
Journal of Sociology,journal of sociology,-0.09696048632218844
Affilia,affilia,0.22949494949494947
Journal of Northwest Atlantic Fishery Science,journal of northwest atlantic fishery science,-0.08396946564885496
Bird Study,bird study,0.07471853942222932
Journal of Child & Adolescent Mental Health,journal of child & adolescent mental health,-0.006821913718465452
Journal of Cultural Economy,journal of cultural economy,0.5531135531135531
Journal of Biomaterials and Tissue Engineering,journal of biomaterials and tissue engineering,-0.057049352938315256
Cancer Control,cancer control,0.0978341820287109
Human Gene Therapy Methods,human gene therapy methods,0.0074167601155145325
Gastroenterología y Hepatología,gastroenterologia y hepatologia,0.08688605404196403
Journal of Soil Science and Plant Nutrition,journal of soil science and plant nutrition,0.004165166822650439
arXiv: Astrophysics of Galaxies,arxiv astrophysics of galaxies,0.3014923274349692
arXiv: Neural and Evolutionary Computing,arxiv neural and evolutionary computing,0.043847924282145
Research and Reports in Tropical Medicine,research and reports in tropical medicine,-0.18156028368794327
"Journal of Economic Development, Environment and People",journal of economic development environment and people,-0.02850241545893722
Practice and Theory in Systems of Education,practice and theory in systems of education,-0.004347826086956525
Organic Photonics and Photovoltaics,organic photonics and photovoltaics,-0.07019722617729263
Zeszyty Teoretyczne Rachunkowości,zeszyty teoretyczne rachunkowości,-0.21264367816091953
J@ti Undip: Jurnal Teknik Industri,j ti undip jurnal teknik industri,-0.23333333333333336
Ambiente Construído,ambiente construido,0.02900365153886281
Catalysts,catalysts,0.029709594243371593
Majlesi Journal of Electrical Engineering,majlesi journal of electrical engineering,-0.11085930122757322
Management and Production Engineering Review,management and production engineering review,0.02474323062558357
Sakarya University Journal of Science,sakarya university journal of science,-0.03141875306823761
Communications in Mathematical Analysis,communications in mathematical analysis,0.6213017751479291
Agriculture and Natural Resources,agriculture and natural resources,-0.09083665338645422
Biocatalysis and agricultural biotechnology,biocatalysis and agricultural biotechnology,0.07806402592769598
Journal of remote sensing,journal of remote sensing,-0.0003927410759047569
Modeling of systems and processes,modeling of systems and processes,-0.24045247126402558
China Vegetables,china vegetables,0.08846815834767642
Food Packaging and Shelf Life,food packaging and shelf life,-0.09009284216831387
